"source_file","source_page","section_heading","rate_category","notification_no","notification_date","rate_as_on_date","schedule","serial_no","hsn_code","description","source_rate","cgst_rate","sgst_rate","total_gst_rate","compensation_cess_rate","is_exempt","gst_rate","condition","footnote","amendment_note","raw_text"
"GST rates2025.pdf","1","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","1.","0101 21 00, 0101 29","Live horses","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","1. | 0101 21 00, 0101 29 | Live horses | 2.5%"
"GST rates2025.pdf","73","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","1.","0101","Live asses, mules and hinnies","Nil","0%","0%","0%","","true","Nil","","","","1. | 0101 | Live asses, mules and hinnies | Nil"
"GST rates2025.pdf","73","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","2.","0102","Live bovine animals","Nil","0%","0%","0%","","true","Nil","","","","2. | 0102 | Live bovine animals | Nil"
"GST rates2025.pdf","73","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","3.","0103","Live swine","Nil","0%","0%","0%","","true","Nil","","","","3. | 0103 | Live swine | Nil"
"GST rates2025.pdf","73","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","4.","0104","Live sheep and goats","Nil","0%","0%","0%","","true","Nil","","","","4. | 0104 | Live sheep and goats | Nil"
"GST rates2025.pdf","73","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","5.","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls","Nil","0%","0%","0%","","true","Nil","","","","5. | 0105 | Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls | Nil"
"GST rates2025.pdf","73","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","6.","0106","Other live animals such as Mammals, Birds, Insects","Nil","0%","0%","0%","","true","Nil","","","","6. | 0106 | Other live animals such as Mammals, Birds, Insects | Nil"
"GST rates2025.pdf","73","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","7.","0201","Meat of bovine animals, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","7. | 0201 | Meat of bovine animals, fresh or chilled | Nil"
"GST rates2025.pdf","73","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","8.","0203, 0204, 0205, 0206, 0207, 0208, 0209","All goods, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","8. | 0203, 0204, 0205, 0206, 0207, 0208, 0209 | All goods, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","9.","0202, 0203, 0204, 0205, 0206, 0207, 0208, 0209, 0210","All goods, other than fresh or chilled, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","9. | 0202, 0203, 0204, 0205, 0206, 0207, 0208, 0209, 0210 | All goods, other than fresh or chilled, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","10.","03","Fish seeds, prawn / shrimp seeds whether or not processed, cured or in frozen state [other than goods falling under Chapter 3 and attracting 2.5%]","Nil","0%","0%","0%","","true","Nil","","","","10. | 03 | Fish seeds, prawn / shrimp seeds whether or not processed, cured or in frozen state [other than goods falling under Chapter 3 and attracting 2.5%] | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","11.","0301","Live fish.","Nil","0%","0%","0%","","true","Nil","","","","11. | 0301 | Live fish. | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","12.","0302","Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304","Nil","0%","0%","0%","","true","Nil","","","","12. | 0302 | Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304 | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","13.","0304, 0306, 0307, 0308,0309","All goods, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","13. | 0304, 0306, 0307, 0308,0309 | All goods, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","14.","0303, 0304, 0305, 0306, 0307, 0308, 0309","All goods, other than fresh or chilled, and other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","14. | 0303, 0304, 0305, 0306, 0307, 0308, 0309 | All goods, other than fresh or chilled, and other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","15.","0401","Fresh milk and pasteurised milk, including separated milk, milk and cream, not concentrated nor containing added sugar or other sweetening matter, UHT milk","Nil","0%","0%","0%","","true","Nil","","","","15. | 0401 | Fresh milk and pasteurised milk, including separated milk, milk and cream, not concentrated nor containing added sugar or other sweetening matter, UHT milk | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","16.","0403","Curd, Lassi, Butter milk, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","16. | 0403 | Curd, Lassi, Butter milk, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","17.","0406","Chena or paneer, whether or not pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","17. | 0406 | Chena or paneer, whether or not pre-packaged and labelled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","18.","0407","Birds' eggs, in shell, fresh, preserved or cooked","Nil","0%","0%","0%","","true","Nil","","","","18. | 0407 | Birds' eggs, in shell, fresh, preserved or cooked | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","19.","0409","Natural honey, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","19. | 0409 | Natural honey, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","20.","0501","Human hair, unworked, whether or not washed or scoured; waste of human hair","Nil","0%","0%","0%","","true","Nil","","","","20. | 0501 | Human hair, unworked, whether or not washed or scoured; waste of human hair | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","21.","0504","All goods, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","21. | 0504 | All goods, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","22.","0504","All goods, other than fresh or chilled, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","22. | 0504 | All goods, other than fresh or chilled, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","23.","0506","All goods i.e. Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or gelatinised; powder and waste of these products","Nil","0%","0%","0%","","true","Nil","","","","23. | 0506 | All goods i.e. Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or gelatinised; powder and waste of these products | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","24.","0507 90","All goods i.e. Hoof meal; horn meal; hooves, claws, nails and beaks; antlers; etc.","Nil","0%","0%","0%","","true","Nil","","","","24. | 0507 90 | All goods i.e. Hoof meal; horn meal; hooves, claws, nails and beaks; antlers; etc. | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","25.","0511","Semen including frozen semen","Nil","0%","0%","0%","","true","Nil","","","","25. | 0511 | Semen including frozen semen | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","26.","6","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","Nil","0%","0%","0%","","true","Nil","","","","26. | 6 | Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","27.","0701","Potatoes, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","27. | 0701 | Potatoes, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","28.","0702","Tomatoes, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","28. | 0702 | Tomatoes, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","29.","0703","Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","29. | 0703 | Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","30.","0704","Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","30. | 0704 | Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","31.","0705","Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","31. | 0705 | Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","32.","0706","Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","32. | 0706 | Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","33.","0707","Cucumbers and gherkins, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","33. | 0707 | Cucumbers and gherkins, fresh or chilled | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","34.","0708","Leguminous vegetables, shelled or unshelled, fresh or chilled.","Nil","0%","0%","0%","","true","Nil","","","","34. | 0708 | Leguminous vegetables, shelled or unshelled, fresh or chilled. | Nil"
"GST rates2025.pdf","74","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","35.","0709","Other vegetables, fresh or chilled.","Nil","0%","0%","0%","","true","Nil","","","","35. | 0709 | Other vegetables, fresh or chilled. | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","36.","0710","Vegetables (uncooked or cooked by steaming or boiling in water), frozen","Nil","0%","0%","0%","","true","Nil","","","","36. | 0710 | Vegetables (uncooked or cooked by steaming or boiling in water), frozen | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","37.","0711","Vegetables provisionally preserved, but unsuitable in that state for immediate consumption","Nil","0%","0%","0%","","true","Nil","","","","37. | 0711 | Vegetables provisionally preserved, but unsuitable in that state for immediate consumption | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","38.","0712","Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared","Nil","0%","0%","0%","","true","Nil","","","","38. | 0712 | Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","39.","0713","Dried leguminous vegetables, shelled, whether or not skinned or split other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","39. | 0713 | Dried leguminous vegetables, shelled, whether or not skinned or split other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","40.","0714","Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh or chilled, dried; sago pith.","Nil","0%","0%","0%","","true","Nil","","","","40. | 0714 | Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh or chilled, dried; sago pith. | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","41.","0714","Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, frozen, whether or not sliced or in the form of pellets, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","41. | 0714 | Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, frozen, whether or not sliced or in the form of pellets, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","42.","08","Dried makhana, whether or not shelled or peeled, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","42. | 08 | Dried makhana, whether or not shelled or peeled, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","43.","0801","Coconuts, fresh or dried, whether or not shelled or peeled","Nil","0%","0%","0%","","true","Nil","","","","43. | 0801 | Coconuts, fresh or dried, whether or not shelled or peeled | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","44.","0801","Brazil nuts, fresh, whether or not shelled or peeled","Nil","0%","0%","0%","","true","Nil","","","","44. | 0801 | Brazil nuts, fresh, whether or not shelled or peeled | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","45.","0802","Other nuts, fresh such as Almonds, Hazelnuts or filberts (Corylus spp.), walnuts, Chestnuts (Castanea spp.), Pistachios, Macadamia nuts, Kola nuts (Cola spp.), Areca nuts, Pine nuts, fresh, whether or not shelled or peeled","Nil","0%","0%","0%","","true","Nil","","","","45. | 0802 | Other nuts, fresh such as Almonds, Hazelnuts or filberts (Corylus spp.), walnuts, Chestnuts (Castanea spp.), Pistachios, Macadamia nuts, Kola nuts (Cola spp.), Areca nuts, Pine nuts, fresh, whether or not shelled or peeled | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","46.","0803","Bananas, including plantains, fresh or dried","Nil","0%","0%","0%","","true","Nil","","","","46. | 0803 | Bananas, including plantains, fresh or dried | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","47.","0804","Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh.","Nil","0%","0%","0%","","true","Nil","","","","47. | 0804 | Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh. | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","48.","0805","Citrus fruit, such as Oranges, Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids, Grapefruit, including pomelos, Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia), fresh.","Nil","0%","0%","0%","","true","Nil","","","","48. | 0805 | Citrus fruit, such as Oranges, Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids, Grapefruit, including pomelos, Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia), fresh. | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","49.","0806","Grapes, fresh","Nil","0%","0%","0%","","true","Nil","","","","49. | 0806 | Grapes, fresh | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","50.","0807","Melons (including watermelons) and papaws (papayas), fresh","Nil","0%","0%","0%","","true","Nil","","","","50. | 0807 | Melons (including watermelons) and papaws (papayas), fresh | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","51.","0808","Apples, pears and quinces, fresh","Nil","0%","0%","0%","","true","Nil","","","","51. | 0808 | Apples, pears and quinces, fresh | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","52.","0809","Apricots, cherries, peaches (including nectarines), plums and sloes, fresh","Nil","0%","0%","0%","","true","Nil","","","","52. | 0809 | Apricots, cherries, peaches (including nectarines), plums and sloes, fresh | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","53.","0810","Other fruit such as strawberries, raspberries, blackberries, mulberries and loganberries, black, white or red currants and gooseberries, cranberries, bilberries and other fruits of the genus vaccinium, Kiwi fruit, Durians, Persimmons, Pomegranates, Tamarind, Sapota (chico), Custard-apple (ata), Bore, Lichi, fresh","Nil","0%","0%","0%","","true","Nil","","","","53. | 0810 | Other fruit such as strawberries, raspberries, blackberries, mulberries and loganberries, black, white or red currants and gooseberries, cranberries, bilberries and other fruits of the genus vaccinium, Kiwi fruit, Durians, Persimmons, Pomegranates, Tamarind, Sapota (chico), Custard-apple (ata), Bore, Lichi, fresh | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","54.","0813","Tamarind dried","Nil","0%","0%","0%","","true","Nil","","","","54. | 0813 | Tamarind dried | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","55.","0814","Peel of citrus fruit or melons (including watermelons), fresh.","Nil","0%","0%","0%","","true","Nil","","","","55. | 0814 | Peel of citrus fruit or melons (including watermelons), fresh. | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","56.","07, 09 or 10","All goods of seed quality","Nil","0%","0%","0%","","true","Nil","","","","56. | 07, 09 or 10 | All goods of seed quality | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","57.","0901","Coffee beans, not roasted","Nil","0%","0%","0%","","true","Nil","","","","57. | 0901 | Coffee beans, not roasted | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","58.","0902","Unprocessed green leaves of tea","Nil","0%","0%","0%","","true","Nil","","","","58. | 0902 | Unprocessed green leaves of tea | Nil"
"GST rates2025.pdf","75","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","59.","0909","Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries of seed quality","Nil","0%","0%","0%","","true","Nil","","","","59. | 0909 | Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries of seed quality | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","60.","0910 11 10","Fresh ginger, other than in processed form","Nil","0%","0%","0%","","true","Nil","","","","60. | 0910 11 10 | Fresh ginger, other than in processed form | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","61.","0910 30 10","Fresh turmeric, other than in processed form","Nil","0%","0%","0%","","true","Nil","","","","61. | 0910 30 10 | Fresh turmeric, other than in processed form | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","62.","1001","Wheat and meslin, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","62. | 1001 | Wheat and meslin, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","63.","1002","Rye, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","63. | 1002 | Rye, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","64.","1003","Barley, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","64. | 1003 | Barley, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","65.","1004","Oats, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","65. | 1004 | Oats, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","66.","1005","Maize (corn), other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","66. | 1005 | Maize (corn), other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","67.","1006","Rice, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","67. | 1006 | Rice, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","68.","1007","Grain sorghum, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","68. | 1007 | Grain sorghum, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","69.","1008","Buckwheat, millet and canary seed; other cereals such as Jawar, Bajra, Ragi, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","69. | 1008 | Buckwheat, millet and canary seed; other cereals such as Jawar, Bajra, Ragi, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","70.","1101","Wheat or meslin flour, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","70. | 1101 | Wheat or meslin flour, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","71.","1102","Cereal flours other than of wheat or meslin, maize (corn) flour, rye flour etc, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","71. | 1102 | Cereal flours other than of wheat or meslin, maize (corn) flour, rye flour etc, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","72.","1103","Cereal groats, meal and pellets, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","72. | 1103 | Cereal groats, meal and pellets, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","73.","1104","Cereal grains hulled","Nil","0%","0%","0%","","true","Nil","","","","73. | 1104 | Cereal grains hulled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","74.","1105","Flour, meal, powder, flakes, granules or pellets of potatoes, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","74. | 1105 | Flour, meal, powder, flakes, granules or pellets of potatoes, other than pre-packaged and labelled | Nil"
